id,owner_id,post_time,post_text,comments.count
261117,-26517977,1674298920,"В России из-за резкого сокращения поставок кратно увеличились цены на семгу и форель. Российские производители аквакультуры закрывают лишь треть потребления, но и они зависимы от импортного генетического материала.",1
261089,-26517977,1674148800,"В ЦБ объяснили, почему арендовать квартиру может быть выгоднее, чем брать ипотеку. При этом в России не исключены «многие неожиданности», когда, например, цены на недвижимость взлетят, и квартира окажется лучшей инвестицией.",1
260811,-26517977,1673107800,"Глава Минэнерго Турции заявил, что в стране открывается газовый рынок со своими ценами

📖Полную статью читайте на сайте 

https://expert.ru/2023/01/7/v-turtsii-soobschili-o-gotovnosti-infrastruktury-dlya-sozdaniya-gazovogo-khaba/",2
260735,-26517977,1672816200,"Прогнозы по максимальной цене золота в 2023 году сильно отличаются, но все аналитики сходятся во мнении, что оно обязательно поднимется в цене.",1
260414,-26517977,1671802200,Центральный банк Российской Федерации продлит на 2023 год почти все текущие регуляторные послабления для эмитентов ценных бумаг и организаторов торговли. Регулятор замораживает ситуацию с некоторыми биржевыми активами на определённый срок.,1
260400,-26517977,1671786600,"Повышение ставки по льготным жилищным займам должно охладить пыл застройщиков и скорректировать цены на квартиры в России.

https://expert.ru/2022/12/21/dobro-pozhalovat-v-realniy-mir-lgotnaya-ipoteka-sokhranitsya-lish-na-bumage/",1
260326,-26517977,1671547057,"На пике годовая инфляция приблизилась к 18% — это в четыре с половиной раза выше целевого показателя ЦБ. Однако грамотная политика регулятора, альтернативные поставки и диверсификация экономики сделали свое дело.

 📖Полную статью читайте на сайте 

https://expert.ru/2022/12/20/osobennosti-rossiyskoy-inflyatsii-kak-menyayutsya-tseny-v-stolitse/",2
260320,-26517977,1671535739,"Принятое при двух воздержавшихся решение Евросоюза в отношение цен на поставки газа практически ни на что не повлияет. По крайней мере, в текущем отопительном сезоне: сейчас и цены ниже, чем им предусмотрено, и вводится потолок только с 15 февраля. А на будущее из него сделаны многочисленные изъятия.

📖Полную статью читайте на сайте 

https://expert.ru/2022/12/20/yevropromyshlenniki-nazvali-potolok-tsen-na-gaz-politicheskoy-illyuziyey_1/",1
260044,-26517977,1670652300,"Заместитель генерального директора Института национальной энергетики Александр Фролов рассказал «Эксперту», почему эмбарго Евросоюза на российские нефтепродукты не сработает, а также о том, почему потолок цен на нефть стал де-факто ослаблением санкционного давления.

📖Полную статью читайте на сайте 

https://expert.ru/2022/12/10/aleksandr-frolov-neftyanoy-eksport-iz-rossii-ostanovit-ne-udastsya/",1
260001,-26517977,1670562600,"У «Газпромв» в будущем году выручка вряд ли достигнет нынешних показателей, а турецкому президенту Эрдогану в июне предстоят выборы. 

📖Полную статью читайте на сайте 

https://expert.ru/2022/12/9/turtsiya-zaprosit-25-skidku-na-rossiyskiy-gaz/",3
